category,year,amount
General Government (CPI Real 2024$),2000,23748.66466347796
General Government (CPI Real 2024$),2001,25387.95451553412
General Government (CPI Real 2024$),2002,29530.254651043608
General Government (CPI Real 2024$),2003,39422.69046106231
General Government (CPI Real 2024$),2004,37154.480118322135
General Government (CPI Real 2024$),2005,27369.94242323759
General Government (CPI Real 2024$),2006,28237.656103448277
General Government (CPI Real 2024$),2007,26446.87520929219
General Government (CPI Real 2024$),2008,29534.862093048745
General Government (CPI Real 2024$),2009,32093.273809542374
General Government (CPI Real 2024$),2010,32984.965835117924
General Government (CPI Real 2024$),2011,38378.026219345236
General Government (CPI Real 2024$),2012,38230.064092161134
General Government (CPI Real 2024$),2013,37213.340500193575
General Government (CPI Real 2024$),2014,35529.54072178288
General Government (CPI Real 2024$),2015,27579.91561519442
General Government (CPI Real 2024$),2016,30185.941763521685
General Government (CPI Real 2024$),2017,30440.18360461782
General Government (CPI Real 2024$),2018,29802.55454695313
General Government (CPI Real 2024$),2019,28774.073552403104
General Government (CPI Real 2024$),2020,217482.69146835076
General Government (CPI Real 2024$),2021,320229.7745647338
General Government (CPI Real 2024$),2022,144293.57532078394
General Government (CPI Real 2024$),2023,39375.918027440624
General Government (CPI Real 2024$),2024,35316.0
